No.,Main_Category,Secondary_Category,Sub_Category,Sub_Category_ID,Type,Related_Area,Complementary_Categories,Complementary_Products,Supplier,Supplier_Code,Brand,Display_the _brand,Model,Diaplay_the_brand,Catalog_Page,Supplier_SKU,Set,HomMe_SKU,Sub_HomMe_SKU,Main_Picture,Other_Pictures,Colors,Material,Product_Name,Size,Description,Promotion_Message,CBM（m³）,Hight_calc,Width_calc,Depth_calc,Thinkness_calc,Material_calc,Cubes_calc,In_Stock,Time_to_order,Cost_Original,Cost_Original_USD,Multiplier_Cost_Handling,Cost_Handling_USD,Multiplier_Cost_Shipping,Cost_Shipping_USD,Multiplier_Cost_Taxes,Cost_Taxes_USD,Multiplier_Cost_ISR_Shipping,Cost_ISR_Shipping_USD,Total_Cost_USD,Dollar_Exchange_Rate,Catalog_Price,Retailer_Discount,Cost_ILS,VAT,Cost_incVAT,Multiplier_Before_Normal_Price,Normal_Price,Multiplier_Shope_Price,Shope_Price,Marketing_Price_Customer,Multiplier_Designer_Price,Designer_Price,Special_Price_Sectorial,Profit,Profit_Prc,Shipping_Info,Return_Policy,Warranty,Additional_Info
11,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,254,RETRO-100DKD-BL/GN/GR,,CLBEG1,11,CLBEG1,"CLBEG1A, CLBEG1B",תכלת / פיסטוק / גריג',כיור זכוכית שקוף לבן,ארון אמבטיה - CLBEG1,100x46x88cm,סוהו דלתות 100 תכלת KD,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,875",60%,1950,17%,2282,2,4563,1.7,3879,17890,1.25,2852,,570,25.0%,,,,
12,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,254,RETRO-100DKD-BL/GN/GR,,CLBEG1,12,CLBEG1,"CLBEG1A, CLBEG1B",תכלת / פיסטוק / גריג',כיור אבונייט,ארון אמבטיה - CLBEG1,100x46x88cm,סוהו דלתות 100 תכלת KD,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"6,200",60%,2480,17%,2902,2,5803,1.7,4933,17890,1.25,3627,,725,25.0%,,,,
13,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-80DR-WH,,CLBEG5,1,CLBEG5,"CLBEG5A, CLBEG5B",לבן,כיור חרס,ארון אמבטיה - CLBEG5,80x46x88cm,סוהו דלתות ומגירה 80 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"3,700",60%,1480,17%,1732,2,3463,1.7,2944,17890,1.25,2165,,433,25.0%,,,,
14,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-80DR-WH,,CLBEG5,2,CLBEG5,"CLBEG5A, CLBEG5B",לבן,כיור זכוכית שקוף לבן,ארון אמבטיה - CLBEG5,80x46x88cm,סוהו דלתות ומגירה 80 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,450",60%,1780,17%,2083,2,4165,1.7,3540,17890,1.25,2603,,521,25.0%,,,,
15,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-80DR-WH,,CLBEG5,3,CLBEG5,"CLBEG5A, CLBEG5B",לבן,כיור אבונייט,ארון אמבטיה - CLBEG5,80x46x88cm,סוהו דלתות ומגירה 80 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,400",60%,2160,17%,2527,2,5054,1.7,4296,17890,1.25,3159,,632,25.0%,,,,
16,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-80DR-GR/BL/GN,,CLBEG5,4,CLBEG5,"CLBEG5A, CLBEG5B",תכלת / פיסטוק / גריג',כיור חרס,ארון אמבטיה - CLBEG5,80x46x88cm,סוהו דלתות ומגירה 80 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"3,900",60%,1560,17%,1825,2,3650,1.7,3103,17890,1.25,2282,,456,25.0%,,,,
17,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-80DR-GR/BL/GN,,CLBEG5,5,CLBEG5,"CLBEG5A, CLBEG5B",תכלת / פיסטוק / גריג',כיור זכוכית שקוף לבן,ארון אמבטיה - CLBEG5,80x46x88cm,סוהו דלתות ומגירה 80 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,650",60%,1860,17%,2176,2,4352,1.7,3700,17890,1.25,2720,,544,25.0%,,,,
18,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-80DR-GR/BL/GN,,CLBEG5,6,CLBEG5,"CLBEG5A, CLBEG5B",תכלת / פיסטוק / גריג',כיור אבונייט,ארון אמבטיה - CLBEG5,80x46x88cm,סוהו דלתות ומגירה 80 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,600",60%,2240,17%,2621,2,5242,1.7,4455,17890,1.25,3276,,655,25.0%,,,,
19,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-100DR-WH,,CLBEG5,7,CLBEG5,"CLBEG5A, CLBEG5B",לבן,כיור חרס,ארון אמבטיה - CLBEG5,100x46x88cm,סוהו דלתות ומגירה 100 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,200",60%,1680,17%,1966,2,3931,1.7,3342,17890,1.25,2457,,491,25.0%,,,,
20,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-100DR-WH,,CLBEG5,8,CLBEG5,"CLBEG5A, CLBEG5B",לבן,כיור זכוכית שקוף לבן,ארון אמבטיה - CLBEG5,100x46x88cm,סוהו דלתות ומגירה 100 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,175",60%,2070,17%,2422,2,4844,1.7,4117,17890,1.25,3027,,605,25.0%,,,,
21,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-100DR-WH,,CLBEG5,9,CLBEG5,"CLBEG5A, CLBEG5B",לבן,כיור אבונייט,ארון אמבטיה - CLBEG5,100x46x88cm,סוהו דלתות ומגירה 100 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"6,500",60%,2600,17%,3042,2,6084,1.7,5171,17890,1.25,3803,,761,25.0%,,,,
22,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-100DR-GR/GN/BL,,CLBEG5,10,CLBEG5,"CLBEG5A, CLBEG5B",תכלת / פיסטוק / גריג',כיור חרס,ארון אמבטיה - CLBEG5,100x46x88cm,סוהו דלתות ומגירה 100 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,400",60%,1760,17%,2059,2,4118,1.7,3501,17890,1.25,2574,,515,25.0%,,,,
23,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-100DR-GR/GN/BL,,CLBEG5,11,CLBEG5,"CLBEG5A, CLBEG5B",תכלת / פיסטוק / גריג',כיור זכוכית שקוף לבן,ארון אמבטיה - CLBEG5,100x46x88cm,סוהו דלתות ומגירה 100 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,375",60%,2150,17%,2516,2,5031,1.7,4276,17890,1.25,3144,,629,25.0%,,,,
24,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,255,RETRO-100DR-GR/GN/BL,,CLBEG5,12,CLBEG5,"CLBEG5A, CLBEG5B",תכלת / פיסטוק / גריג',כיור אבונייט,ארון אמבטיה - CLBEG5,100x46x88cm,סוהו דלתות ומגירה 100 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"6,700",60%,2680,17%,3136,2,6271,1.7,5331,17890,1.25,3920,,784,25.0%,,,,
25,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-120DR-WH,,CLBEG9,1,CLBEG9,"CLBEG9A, CLBEG9B",לבן,כיור חרס,ארון אמבטיה - CLBEG9,120x46x88cm,סוהו דלתות ומגירות 120 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,300",60%,2120,17%,2480,2,4961,1.7,4217,17890,1.25,3101,,620,25.0%,,,,
26,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-120DR-WH,,CLBEG9,2,CLBEG9,"CLBEG9A, CLBEG9B",לבן,כיור זכוכית שקוף לבן,ארון אמבטיה - CLBEG9,120x46x88cm,סוהו דלתות ומגירות 120 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"6,350",60%,2540,17%,2972,2,5944,1.7,5052,17890,1.25,3715,,743,25.0%,,,,
27,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-120DR-WH,,CLBEG9,3,CLBEG9,"CLBEG9A, CLBEG9B",לבן,כיור אבונייט,ארון אמבטיה - CLBEG9,120x46x88cm,סוהו דלתות ומגירות 120 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"8,000",60%,3200,17%,3744,2,7488,1.7,6365,17890,1.25,4680,,936,25.0%,,,,
28,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-120DR-GR/GN/BL,,CLBEG9,4,CLBEG9,"CLBEG9A, CLBEG9B",תכלת / פיסטוק / גריג',כיור חרס,ארון אמבטיה - CLBEG9,120x46x88cm,סוהו דלתות ומגירות 120 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"5,600",60%,2240,17%,2621,2,5242,1.7,4455,17890,1.25,3276,,655,25.0%,,,,
29,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-120DR-GR/GN/BL,,CLBEG9,5,CLBEG9,"CLBEG9A, CLBEG9B",תכלת / פיסטוק / גריג',כיור זכוכית שקוף לבן,ארון אמבטיה - CLBEG9,120x46x88cm,סוהו דלתות ומגירות 120 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"6,650",60%,2660,17%,3112,2,6224,1.7,5291,17890,1.25,3890,,778,25.0%,,,,
30,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-120DR-GR/GN/BL,,CLBEG9,6,CLBEG9,"CLBEG9A, CLBEG9B",תכלת / פיסטוק / גריג',כיור אבונייט,ארון אמבטיה - CLBEG9,120x46x88cm,סוהו דלתות ומגירות 120 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"8,300",60%,3320,17%,3884,2,7769,1.7,6603,17890,1.25,4856,,971,25.0%,,,,
31,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-150DR-WH,,CLBEG9,7,CLBEG9,"CLBEG9A, CLBEG9B",לבן,כיור חרס,ארון אמבטיה - CLBEG9,150x46x88cm,סוהו דלתות ומגירות 150 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"7,500",60%,3000,17%,3510,2,7020,1.7,5967,17890,1.25,4388,,878,25.0%,,,,
32,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-150DR-WH,,CLBEG9,8,CLBEG9,"CLBEG9A, CLBEG9B",לבן,כיור זכוכית שקוף לבן,ארון אמבטיה - CLBEG9,150x46x88cm,סוהו דלתות ומגירות 150 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"8,800",60%,3520,17%,4118,2,8237,1.7,7001,17890,1.25,5148,,1030,25.0%,,,,
33,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-150DR-WH,,CLBEG9,9,CLBEG9,"CLBEG9A, CLBEG9B",לבן,כיור אבונייט,ארון אמבטיה - CLBEG9,150x46x88cm,סוהו דלתות ומגירות 150 לבן,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"11,900",60%,4760,17%,5569,2,11138,1.7,9468,17890,1.25,6962,,1392,25.0%,,,,
34,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-120DR-GR/GN/BL,,CLBEG12,10,CLBEG9,"CLBEG9A, CLBEG9B",תכלת / פיסטוק / גריג',כיור חרס,ארון אמבטיה - CLBEG12,150x46x88cm,סוהו דלתות ומגירות 150 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"7,800",60%,3120,17%,3650,2,7301,1.7,6206,17890,1.25,4563,,913,25.0%,,,,
35,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-150DR-GR/GN/BL,,CLBEG12,11,CLBEG9,"CLBEG9A, CLBEG9B",תכלת / פיסטוק / גריג',כיור זכוכית שקוף לבן,ארון אמבטיה - CLBEG12,150x46x88cm,סוהו דלתות ומגירות 150 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"9,100",60%,3640,17%,4259,2,8518,1.7,7240,17890,1.25,5324,,1065,25.0%,,,,
36,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,256,RETRO-150DR-GR/GN/BL,,CLBEG12,12,CLBEG9,"CLBEG9A, CLBEG9B",תכלת / פיסטוק / גריג',כיור אבונייט,ארון אמבטיה - CLBEG12,150x46x88cm,סוהו דלתות ומגירות 150 גריג',,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"12,200",60%,4880,17%,5710,2,11419,1.7,9706,17890,1.25,7137,,1427,25.0%,,,,
37,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,257,DSGN-80DKD-WH,,CLBEG13,1,CLBEG13,"CLBEG13A, CLBEG13B",לבן,משטח עץ וכיור מונח,ארון אמבטיה - CLBEG13,80x46x75cm,דיזיין דלתות KD  80 לבן כולל משטח עץ,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"3,690",60%,1476,17%,1727,2,3454,1.7,2936,17890,1.25,2159,,432,25.0%,,,,
38,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,257,DSGN-80DKD-BL/GN/GR,,CLBEG13,2,CLBEG13,"CLBEG13A, CLBEG13B",תכלת / פיסטוק / גריג',משטח עץ וכיור מונח,ארון אמבטיה - CLBEG13,80x46x75cm,דיזיין דלתות KD  80 תכלת כולל משטח עץ,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,090",60%,1636,17%,1914,2,3828,1.7,3254,17890,1.25,2393,,479,25.0%,,,,
39,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,257,DSGN-100DKD-WH,,CLBEG13,3,CLBEG13,"CLBEG13A, CLBEG13B",לבן,משטח עץ וכיור מונח,ארון אמבטיה - CLBEG13,100x46x75cm,דיזיין דלתות KD  100 לבן כולל משטח עץ,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,090",60%,1636,17%,1914,2,3828,1.7,3254,17890,1.25,2393,,479,25.0%,,,,
40,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,257,DSGN-100DKD-BL/GN/GR,,CLBEG13,4,CLBEG13,"CLBEG13A, CLBEG13B",תכלת / פיסטוק / גריג',משטח עץ וכיור מונח,ארון אמבטיה - CLBEG13,100x46x75cm,דיזיין דלתות KD  100 תכלת כולל משטח עץ,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,490",60%,1796,17%,2101,2,4203,1.7,3572,17890,1.25,2627,,525,25.0%,,,,
41,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,258,ARTO-100KD-WH,,CLBEG21,1,CLBEG21,"CLBEG21A, CLBEG21B",לבן,כיור חרס לידו,ארון אמבטיה - CLBEG21,102x47x86cm,ארטו דלתות 100 לבן KD,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,000",60%,1600,17%,1872,2,3744,1.7,3182,17890,1.25,2340,,468,25.0%,,,,
42,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,258,ARTO-120KD-WH,,CLBEG21,2,CLBEG21,"CLBEG21A, CLBEG21B",לבן,כיור חרס לידו,ארון אמבטיה - CLBEG21,122x47x86cm,ארטו דלתות 120 לבן KD,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"4,400",60%,1760,17%,2059,2,4118,1.7,3501,17890,1.25,2574,,515,25.0%,,,,
43,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,260,ULTR060-54684,,CLBEG23,1,CLBEG23,"CLBEG23A, CLBEG23B",לבן מט / לבן מט חזית אגוז / טאפה מט,כיור חרס,ארון אמבטיה - CLBEG23,60x46x57cm,אולטרה 60 לבן מט,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"2,290",60%,916,17%,1072,2,2143,1.7,1822,17890,1.25,1340,,268,25.0%,,,,
44,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,260,ULTR060-54684,,CLBEG23,2,CLBEG23,"CLBEG23A, CLBEG23B",לבן מט / לבן מט חזית אגוז / טאפה מט,כיור זכוכית שקוף לבן,ארון אמבטיה - CLBEG23,60x46x57cm,אולטרה 60 לבן מט,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"3,540",60%,1416,17%,1657,2,3313,1.7,2816,17890,1.25,2071,,414,25.0%,,,,
45,סניטריה,ארונות אמבטיה,ארון אמבטיה,,,מקלחות וחדרי שירותים,ברזים,,EL-GAL,EG,,,,,260,ULTR060-54684,,CLBEG23,3,CLBEG23,"CLBEG23A, CLBEG23B",לבן מט / לבן מט חזית אגוז / טאפה מט,כיור אבונייט,ארון אמבטיה - CLBEG23,60x46x57cm,אולטרה 60 לבן מט,,,,,,,,,,בתוך 7 ימי עבודה בכפוף לבדיקת מלאי,,,,,,,,,,,,,"3,490",60%,1396,17%,1633,2,3267,1.7,2777,17890,1.25,2042,,408,25.0%,,,,
